"Countries","Lat","Long","data","cases","deaths"
"China",30.9756,112.2707,2022-03-02,68373,4512
"China",30.9756,112.2707,2022-03-03,68377,4512
"China",30.9756,112.2707,2022-03-04,68378,4512
"China",30.9756,112.2707,2022-03-05,68378,4512
"China",30.9756,112.2707,2022-03-06,68380,4512
"China",30.9756,112.2707,2022-03-07,68380,4512
"China",30.9756,112.2707,2022-03-08,68380,4512
"China",30.9756,112.2707,2022-03-09,68380,4512
"China",30.9756,112.2707,2022-03-10,68384,4512
"China",30.9756,112.2707,2022-03-11,68386,4512
"China",30.9756,112.2707,2022-03-12,68386,4512
"China",30.9756,112.2707,2022-03-13,68386,4512
"China",30.9756,112.2707,2022-03-14,68387,4512
"China",30.9756,112.2707,2022-03-15,68388,4512
"China",30.9756,112.2707,2022-03-16,68388,4512
"China",30.9756,112.2707,2022-03-17,68388,4512
"China",30.9756,112.2707,2022-03-18,68388,4512
"China",30.9756,112.2707,2022-03-19,68391,4512
"China",30.9756,112.2707,2022-03-20,68391,4512
"China",30.9756,112.2707,2022-03-21,68391,4512
"China",30.9756,112.2707,2022-03-22,68391,4512
"China",30.9756,112.2707,2022-03-23,68391,4512
"China",30.9756,112.2707,2022-03-24,68391,4512
"China",30.9756,112.2707,2022-03-25,68391,4512
"China",30.9756,112.2707,2022-03-26,68391,4512
"China",30.9756,112.2707,2022-03-27,68391,4512
"China",30.9756,112.2707,2022-03-28,68391,4512
"China",30.9756,112.2707,2022-03-29,68391,4512
"China",30.9756,112.2707,2022-03-30,68391,4512
"China",30.9756,112.2707,2022-03-31,68391,4512
"China",30.9756,112.2707,2022-04-01,68391,4512
"China",30.9756,112.2707,2022-04-02,68391,4512
"China",30.9756,112.2707,2022-04-03,68391,4512
"China",30.9756,112.2707,2022-04-04,68391,4512
"China",30.9756,112.2707,2022-04-05,68391,4512
"China",30.9756,112.2707,2022-04-06,68391,4512
"China",30.9756,112.2707,2022-04-07,68391,4512
"China",30.9756,112.2707,2022-04-08,68391,4512
"China",30.9756,112.2707,2022-04-09,68392,4512
"China",30.9756,112.2707,2022-04-10,68392,4512
"China",30.9756,112.2707,2022-04-11,68393,4512
"China",30.9756,112.2707,2022-04-12,68394,4512
"China",30.9756,112.2707,2022-04-13,68394,4512
"China",30.9756,112.2707,2022-04-14,68395,4512
"China",30.9756,112.2707,2022-04-15,68395,4512
"China",30.9756,112.2707,2022-04-16,68395,4512
"China",30.9756,112.2707,2022-04-17,68395,4512
"China",30.9756,112.2707,2022-04-18,68396,4512
"China",30.9756,112.2707,2022-04-19,68396,4512
"China",30.9756,112.2707,2022-04-20,68396,4512
"China",30.9756,112.2707,2022-04-21,68396,4512
"China",30.9756,112.2707,2022-04-22,68397,4512
"China",30.9756,112.2707,2022-04-23,68398,4512
"China",30.9756,112.2707,2022-04-24,68398,4512
"China",30.9756,112.2707,2022-04-25,68398,4512
"China",30.9756,112.2707,2022-04-26,68398,4512
"China",30.9756,112.2707,2022-04-27,68398,4512
"China",30.9756,112.2707,2022-04-28,68398,4512
"China",30.9756,112.2707,2022-04-29,68398,4512
"China",30.9756,112.2707,2022-04-30,68398,4512
"China",30.9756,112.2707,2022-05-01,68398,4512
"China",30.9756,112.2707,2022-05-02,68398,4512
"China",30.9756,112.2707,2022-05-03,68398,4512
"China",30.9756,112.2707,2022-05-04,68398,4512
"China",30.9756,112.2707,2022-05-05,68398,4512
"China",30.9756,112.2707,2022-05-06,68398,4512
"China",30.9756,112.2707,2022-05-07,68398,4512
"China",30.9756,112.2707,2022-05-08,68398,4512
"China",30.9756,112.2707,2022-05-09,68398,4512
"China",30.9756,112.2707,2022-05-10,68398,4512
"China",30.9756,112.2707,2022-05-11,68398,4512
"China",30.9756,112.2707,2022-05-12,68398,4512
"China",30.9756,112.2707,2022-05-13,68398,4512
"China",30.9756,112.2707,2022-05-14,68398,4512
"China",30.9756,112.2707,2022-05-15,68398,4512
"China",30.9756,112.2707,2022-05-16,68398,4512
"China",30.9756,112.2707,2022-05-17,68398,4512
"China",30.9756,112.2707,2022-05-18,68398,4512
"China",30.9756,112.2707,2022-05-19,68398,4512
"China",30.9756,112.2707,2022-05-20,68398,4512
"China",30.9756,112.2707,2022-05-21,68398,4512
"China",30.9756,112.2707,2022-05-22,68398,4512
"China",30.9756,112.2707,2022-05-23,68398,4512
"China",30.9756,112.2707,2022-05-24,68398,4512
"China",30.9756,112.2707,2022-05-25,68398,4512
"China",30.9756,112.2707,2022-05-26,68398,4512
"China",30.9756,112.2707,2022-05-27,68398,4512
"China",30.9756,112.2707,2022-05-28,68399,4512
"China",30.9756,112.2707,2022-05-29,68399,4512
"China",30.9756,112.2707,2022-05-30,68399,4512
"China",30.9756,112.2707,2022-05-31,68399,4512
"China",30.9756,112.2707,2022-06-01,68399,4512
"China",30.9756,112.2707,2022-06-02,68399,4512
"China",30.9756,112.2707,2022-06-03,68399,4512
"China",30.9756,112.2707,2022-06-04,68399,4512
"China",30.9756,112.2707,2022-06-05,68399,4512
"China",30.9756,112.2707,2022-06-06,68399,4512
"China",30.9756,112.2707,2022-06-07,68399,4512
"China",30.9756,112.2707,2022-06-08,68399,4512
"China",30.9756,112.2707,2022-06-09,68399,4512
"China",30.9756,112.2707,2022-06-10,68399,4512
"China",30.9756,112.2707,2022-06-11,68399,4512
"China",30.9756,112.2707,2022-06-12,68399,4512
"China",30.9756,112.2707,2022-06-13,68399,4512
"China",30.9756,112.2707,2022-06-14,68399,4512
"China",30.9756,112.2707,2022-06-15,68399,4512
"China",30.9756,112.2707,2022-06-16,68400,4512
"China",30.9756,112.2707,2022-06-17,68401,4512
"China",30.9756,112.2707,2022-06-18,68401,4512
"China",30.9756,112.2707,2022-06-19,68401,4512
"China",30.9756,112.2707,2022-06-20,68401,4512
"China",30.9756,112.2707,2022-06-21,68401,4512
"China",30.9756,112.2707,2022-06-22,68401,4512
"China",30.9756,112.2707,2022-06-23,68401,4512
"China",30.9756,112.2707,2022-06-24,68401,4512
"China",30.9756,112.2707,2022-06-25,68401,4512
"China",30.9756,112.2707,2022-06-26,68402,4512
"China",30.9756,112.2707,2022-06-27,68402,4512
"China",30.9756,112.2707,2022-06-28,68402,4512
"China",30.9756,112.2707,2022-06-29,68402,4512
"China",30.9756,112.2707,2022-06-30,68402,4512
"China",30.9756,112.2707,2022-07-01,68402,4512
"China",30.9756,112.2707,2022-07-02,68402,4512
"China",30.9756,112.2707,2022-07-03,68402,4512
"China",30.9756,112.2707,2022-07-04,68403,4512
"China",30.9756,112.2707,2022-07-05,68403,4512
"China",30.9756,112.2707,2022-07-06,68403,4512
"China",30.9756,112.2707,2022-07-07,68403,4512
"China",30.9756,112.2707,2022-07-08,68403,4512
"China",30.9756,112.2707,2022-07-09,68403,4512
"China",30.9756,112.2707,2022-07-10,68403,4512
"China",30.9756,112.2707,2022-07-11,68403,4512
"China",30.9756,112.2707,2022-07-12,68403,4512
"China",30.9756,112.2707,2022-07-13,68403,4512
"China",30.9756,112.2707,2022-07-14,68403,4512
"China",30.9756,112.2707,2022-07-15,68404,4512
"China",30.9756,112.2707,2022-07-16,68405,4512
"China",30.9756,112.2707,2022-07-17,68405,4512
"China",30.9756,112.2707,2022-07-18,68406,4512
"China",30.9756,112.2707,2022-07-19,68406,4512
"China",30.9756,112.2707,2022-07-20,68406,4512
"China",30.9756,112.2707,2022-07-21,68406,4512
"China",30.9756,112.2707,2022-07-22,68406,4512
"China",30.9756,112.2707,2022-07-23,68406,4512
"China",30.9756,112.2707,2022-07-24,68406,4512
"China",30.9756,112.2707,2022-07-25,68407,4512
"China",30.9756,112.2707,2022-07-26,68407,4512
"China",30.9756,112.2707,2022-07-27,68407,4512
"China",30.9756,112.2707,2022-07-28,68407,4512
"China",30.9756,112.2707,2022-07-29,68408,4512
"China",30.9756,112.2707,2022-07-30,68408,4512
"China",30.9756,112.2707,2022-07-31,68408,4512
"China",30.9756,112.2707,2022-08-01,68408,4512
"China",30.9756,112.2707,2022-08-02,68408,4512
"China",30.9756,112.2707,2022-08-03,68408,4512
"China",30.9756,112.2707,2022-08-04,68408,4512
"China",30.9756,112.2707,2022-08-05,68408,4512
"China",30.9756,112.2707,2022-08-06,68408,4512
"China",30.9756,112.2707,2022-08-07,68409,4512
"China",30.9756,112.2707,2022-08-08,68409,4512
"China",30.9756,112.2707,2022-08-09,68410,4512
"China",30.9756,112.2707,2022-08-10,68410,4512
"China",30.9756,112.2707,2022-08-11,68410,4512
"China",30.9756,112.2707,2022-08-12,68410,4512
"China",30.9756,112.2707,2022-08-13,68411,4512
"China",30.9756,112.2707,2022-08-14,68411,4512
"China",30.9756,112.2707,2022-08-15,68411,4512
"China",30.9756,112.2707,2022-08-16,68411,4512
"China",30.9756,112.2707,2022-08-17,68411,4512
"China",30.9756,112.2707,2022-08-18,68411,4512
"China",30.9756,112.2707,2022-08-19,68411,4512
"China",30.9756,112.2707,2022-08-20,68413,4512
"China",30.9756,112.2707,2022-08-21,68414,4512
"China",30.9756,112.2707,2022-08-22,68418,4512
"China",30.9756,112.2707,2022-08-23,68420,4512
"China",30.9756,112.2707,2022-08-24,68421,4512
"China",30.9756,112.2707,2022-08-25,68421,4512
"China",30.9756,112.2707,2022-08-26,68422,4512
"China",30.9756,112.2707,2022-08-27,68422,4512
"China",30.9756,112.2707,2022-08-28,68422,4512
"China",30.9756,112.2707,2022-08-29,68422,4512
"China",30.9756,112.2707,2022-08-30,68423,4512
"China",30.9756,112.2707,2022-08-31,68424,4512
"China",30.9756,112.2707,2022-09-01,68424,4512
"China",30.9756,112.2707,2022-09-02,68426,4512
"China",30.9756,112.2707,2022-09-03,68426,4512
"China",30.9756,112.2707,2022-09-04,68426,4512
"China",30.9756,112.2707,2022-09-05,68426,4512
"China",30.9756,112.2707,2022-09-06,68426,4512
"China",30.9756,112.2707,2022-09-07,68426,4512
"China",30.9756,112.2707,2022-09-08,68426,4512
"China",30.9756,112.2707,2022-09-09,68427,4512
"China",30.9756,112.2707,2022-09-10,68427,4512
"China",30.9756,112.2707,2022-09-11,68427,4512
"China",30.9756,112.2707,2022-09-12,68427,4512
"China",30.9756,112.2707,2022-09-13,68427,4512
"China",30.9756,112.2707,2022-09-14,68427,4512
"China",30.9756,112.2707,2022-09-15,68427,4512
"China",30.9756,112.2707,2022-09-16,68427,4512
"China",30.9756,112.2707,2022-09-17,68427,4512
"China",30.9756,112.2707,2022-09-18,68427,4512
"China",30.9756,112.2707,2022-09-19,68427,4512
"China",30.9756,112.2707,2022-09-20,68427,4512
"China",30.9756,112.2707,2022-09-21,68427,4512
"China",30.9756,112.2707,2022-09-22,68427,4512
"China",30.9756,112.2707,2022-09-23,68428,4512
"China",30.9756,112.2707,2022-09-24,68428,4512
"China",30.9756,112.2707,2022-09-25,68428,4512
"China",30.9756,112.2707,2022-09-26,68429,4512
"China",30.9756,112.2707,2022-09-27,68429,4512
"China",30.9756,112.2707,2022-09-28,68429,4512
"China",30.9756,112.2707,2022-09-29,68429,4512
"China",30.9756,112.2707,2022-09-30,68429,4512
"China",30.9756,112.2707,2022-10-01,68430,4512
"China",30.9756,112.2707,2022-10-02,68430,4512
"China",30.9756,112.2707,2022-10-03,68430,4512
"China",30.9756,112.2707,2022-10-04,68430,4512
"China",30.9756,112.2707,2022-10-05,68430,4512
"China",30.9756,112.2707,2022-10-06,68430,4512
"China",30.9756,112.2707,2022-10-07,68430,4512
"China",30.9756,112.2707,2022-10-08,68430,4512
"China",30.9756,112.2707,2022-10-09,68430,4512
"China",30.9756,112.2707,2022-10-10,68430,4512
"China",30.9756,112.2707,2022-10-11,68430,4512
"China",30.9756,112.2707,2022-10-12,68430,4512
"China",30.9756,112.2707,2022-10-13,68430,4512
"China",30.9756,112.2707,2022-10-14,68431,4512
"China",30.9756,112.2707,2022-10-15,68431,4512
"China",30.9756,112.2707,2022-10-16,68432,4512
"China",30.9756,112.2707,2022-10-17,68437,4512
"China",30.9756,112.2707,2022-10-18,68437,4512
"China",30.9756,112.2707,2022-10-19,68437,4512
"China",30.9756,112.2707,2022-10-20,68437,4512
"China",30.9756,112.2707,2022-10-21,68437,4512
"China",30.9756,112.2707,2022-10-22,68438,4512
"China",30.9756,112.2707,2022-10-23,68439,4512
"China",30.9756,112.2707,2022-10-24,68439,4512
"China",30.9756,112.2707,2022-10-25,68439,4512
"China",30.9756,112.2707,2022-10-26,68439,4512
"China",30.9756,112.2707,2022-10-27,68439,4512
"China",30.9756,112.2707,2022-10-28,68439,4512
"China",30.9756,112.2707,2022-10-29,68439,4512
"China",30.9756,112.2707,2022-10-30,68439,4512
"China",30.9756,112.2707,2022-10-31,68439,4512
"China",30.9756,112.2707,2022-11-01,68439,4512
"China",30.9756,112.2707,2022-11-02,68440,4512
"China",30.9756,112.2707,2022-11-03,68441,4512
"China",30.9756,112.2707,2022-11-04,68441,4512
"China",30.9756,112.2707,2022-11-05,68441,4512
"China",30.9756,112.2707,2022-11-06,68442,4512
"China",30.9756,112.2707,2022-11-07,68442,4512
"China",30.9756,112.2707,2022-11-08,68444,4512
"China",30.9756,112.2707,2022-11-09,68444,4512
"China",30.9756,112.2707,2022-11-10,68445,4512
"China",30.9756,112.2707,2022-11-11,68446,4512
"China",30.9756,112.2707,2022-11-12,68446,4512
"China",30.9756,112.2707,2022-11-13,68446,4512
"China",30.9756,112.2707,2022-11-14,68448,4512
"China",30.9756,112.2707,2022-11-15,68454,4512
"China",30.9756,112.2707,2022-11-16,68454,4512
"China",30.9756,112.2707,2022-11-17,68460,4512
"China",30.9756,112.2707,2022-11-18,68463,4512
"China",30.9756,112.2707,2022-11-19,68470,4512
"China",30.9756,112.2707,2022-11-20,68478,4512
"China",30.9756,112.2707,2022-11-21,68484,4512
"China",30.9756,112.2707,2022-11-22,68493,4512
"China",30.9756,112.2707,2022-11-23,68502,4512
"China",30.9756,112.2707,2022-11-24,68511,4512
"China",30.9756,112.2707,2022-11-25,68523,4512
"China",30.9756,112.2707,2022-11-26,68543,4512
"China",30.9756,112.2707,2022-11-27,68543,4512
"China",30.9756,112.2707,2022-11-28,68561,4512
"China",30.9756,112.2707,2022-11-29,68609,4512
"China",30.9756,112.2707,2022-11-30,68609,4512
"China",30.9756,112.2707,2022-12-01,68629,4512
"China",30.9756,112.2707,2022-12-02,68696,4512
"China",30.9756,112.2707,2022-12-03,68716,4512
"China",30.9756,112.2707,2022-12-04,68716,4512
"China",30.9756,112.2707,2022-12-05,68729,4512
"China",30.9756,112.2707,2022-12-06,68778,4512
"China",30.9756,112.2707,2022-12-07,68778,4512
"China",30.9756,112.2707,2022-12-08,68796,4512
"China",30.9756,112.2707,2022-12-09,68829,4512
"China",30.9756,112.2707,2022-12-10,68847,4512
"China",30.9756,112.2707,2022-12-11,68857,4512
"China",30.9756,112.2707,2022-12-12,68862,4512
"China",30.9756,112.2707,2022-12-13,68862,4512
"China",30.9756,112.2707,2022-12-14,68862,4512
"China",30.9756,112.2707,2022-12-15,68862,4512
"China",30.9756,112.2707,2022-12-16,68862,4512
"China",30.9756,112.2707,2022-12-17,68861,4512
"China",30.9756,112.2707,2022-12-18,68861,4512
"China",30.9756,112.2707,2022-12-19,68861,4512
"China",30.9756,112.2707,2022-12-20,68861,4512
"China",30.9756,112.2707,2022-12-21,68861,4512
"China",30.9756,112.2707,2022-12-22,68973,4512
"China",30.9756,112.2707,2022-12-23,69231,4512
"China",30.9756,112.2707,2022-12-24,69403,4512
"China",30.9756,112.2707,2022-12-25,69558,4512
"China",30.9756,112.2707,2022-12-26,69814,4512
"China",30.9756,112.2707,2022-12-27,70014,4512
"China",30.9756,112.2707,2022-12-28,70212,4512
"China",30.9756,112.2707,2022-12-29,70466,4512
"China",30.9756,112.2707,2022-12-30,70773,4512
"China",30.9756,112.2707,2022-12-31,70876,4512
"China",30.9756,112.2707,2023-01-01,70988,4512
"China",30.9756,112.2707,2023-01-02,71125,4512
"China",30.9756,112.2707,2023-01-03,71269,4513
"China",30.9756,112.2707,2023-01-04,71443,4513
"China",30.9756,112.2707,2023-01-05,71695,4513
"China",30.9756,112.2707,2023-01-06,71924,4515
"China",30.9756,112.2707,2023-01-07,72029,4515
"China",30.9756,112.2707,2023-01-08,72131,4515
"China",30.9756,112.2707,2023-01-09,72131,4515
"China",30.9756,112.2707,2023-01-10,72131,4515
"China",30.9756,112.2707,2023-01-11,72131,4515
"China",30.9756,112.2707,2023-01-12,72131,4515
"China",30.9756,112.2707,2023-01-13,72131,4515
"China",30.9756,112.2707,2023-01-14,72131,4515
"China",30.9756,112.2707,2023-01-15,72131,4515
"China",30.9756,112.2707,2023-01-16,72131,4515
"China",30.9756,112.2707,2023-01-17,72131,4515
"China",30.9756,112.2707,2023-01-18,72131,4515
"China",30.9756,112.2707,2023-01-19,72131,4515
"China",30.9756,112.2707,2023-01-20,72131,4515
"China",30.9756,112.2707,2023-01-21,72131,4515
"China",30.9756,112.2707,2023-01-22,72131,4515
"China",30.9756,112.2707,2023-01-23,72131,4515
"China",30.9756,112.2707,2023-01-24,72131,4515
"China",30.9756,112.2707,2023-01-25,72131,4515
"China",30.9756,112.2707,2023-01-26,72131,4515
"China",30.9756,112.2707,2023-01-27,72131,4515
"China",30.9756,112.2707,2023-01-28,72131,4515
"China",30.9756,112.2707,2023-01-29,72131,4515
"China",30.9756,112.2707,2023-01-30,72131,4515
"China",30.9756,112.2707,2023-01-31,72131,4515
"China",30.9756,112.2707,2023-02-01,72131,4515
"China",30.9756,112.2707,2023-02-02,72131,4515
"China",30.9756,112.2707,2023-02-03,72131,4515
"China",30.9756,112.2707,2023-02-04,72131,4515
"China",30.9756,112.2707,2023-02-05,72131,4515
"China",30.9756,112.2707,2023-02-06,72131,4515
"China",30.9756,112.2707,2023-02-07,72131,4515
"China",30.9756,112.2707,2023-02-08,72131,4515
"China",30.9756,112.2707,2023-02-09,72131,4515
"China",30.9756,112.2707,2023-02-10,72131,4515
"China",30.9756,112.2707,2023-02-11,72131,4515
"China",30.9756,112.2707,2023-02-12,72131,4515
"China",30.9756,112.2707,2023-02-13,72131,4515
"China",30.9756,112.2707,2023-02-14,72131,4515
"China",30.9756,112.2707,2023-02-15,72131,4515
"China",30.9756,112.2707,2023-02-16,72131,4515
"China",30.9756,112.2707,2023-02-17,72131,4515
"China",30.9756,112.2707,2023-02-18,72131,4515
"China",30.9756,112.2707,2023-02-19,72131,4515
"China",30.9756,112.2707,2023-02-20,72131,4515
"China",30.9756,112.2707,2023-02-21,72131,4515
"China",30.9756,112.2707,2023-02-22,72131,4515
"China",30.9756,112.2707,2023-02-23,72131,4515
"China",30.9756,112.2707,2023-02-24,72131,4515
"China",30.9756,112.2707,2023-02-25,72131,4515
"China",30.9756,112.2707,2023-02-26,72131,4515
"China",30.9756,112.2707,2023-02-27,72131,4515
"China",30.9756,112.2707,2023-02-28,72131,4515
"China",30.9756,112.2707,2023-03-01,72131,4515
"China",30.9756,112.2707,2023-03-02,72131,4515
"China",30.9756,112.2707,2023-03-03,72131,4515
"China",30.9756,112.2707,2023-03-04,72131,4515
"China",30.9756,112.2707,2023-03-05,72131,4515
"China",30.9756,112.2707,2023-03-06,72131,4515
"China",30.9756,112.2707,2023-03-07,72131,4515
"China",30.9756,112.2707,2023-03-08,72131,4515
"China",30.9756,112.2707,2023-03-09,72131,4515
"China",27.6104,111.7088,2020-02-08,803,1
"China",27.6104,111.7088,2020-02-09,838,1
"China",27.6104,111.7088,2020-02-10,879,1
"China",27.6104,111.7088,2020-02-11,912,1
"China",27.6104,111.7088,2020-02-12,946,2
"China",27.6104,111.7088,2020-02-13,968,2
"China",27.6104,111.7088,2020-02-14,988,2
"China",27.6104,111.7088,2020-02-15,1001,2
"China",27.6104,111.7088,2020-02-16,1004,3
"China",27.6104,111.7088,2020-02-17,1006,3
"China",27.6104,111.7088,2020-02-18,1007,4
"China",27.6104,111.7088,2020-02-19,1008,4
"China",27.6104,111.7088,2020-02-20,1010,4
"China",27.6104,111.7088,2020-02-21,1011,4
"China",27.6104,111.7088,2020-02-22,1013,4
"China",27.6104,111.7088,2020-02-23,1016,4
"China",27.6104,111.7088,2020-02-24,1016,4
"China",27.6104,111.7088,2020-02-25,1016,4
"China",27.6104,111.7088,2020-02-26,1016,4
"China",27.6104,111.7088,2020-02-27,1017,4
"China",27.6104,111.7088,2020-02-28,1017,4
"China",27.6104,111.7088,2020-02-29,1018,4
"China",27.6104,111.7088,2020-03-01,1018,4
"China",27.6104,111.7088,2020-03-02,1018,4
"China",27.6104,111.7088,2020-03-03,1018,4
"China",27.6104,111.7088,2020-03-04,1018,4
"China",27.6104,111.7088,2020-03-05,1018,4
"China",27.6104,111.7088,2020-03-06,1018,4
"China",27.6104,111.7088,2020-03-07,1018,4
"China",27.6104,111.7088,2020-03-08,1018,4
"China",27.6104,111.7088,2020-03-09,1018,4
"China",27.6104,111.7088,2020-03-10,1018,4
"China",27.6104,111.7088,2020-03-11,1018,4
"China",27.6104,111.7088,2020-03-12,1018,4
"China",27.6104,111.7088,2020-03-13,1018,4
"China",27.6104,111.7088,2020-03-14,1018,4
"China",27.6104,111.7088,2020-03-15,1018,4
"China",27.6104,111.7088,2020-03-16,1018,4
"China",27.6104,111.7088,2020-03-17,1018,4
"China",27.6104,111.7088,2020-03-18,1018,4
"China",27.6104,111.7088,2020-03-19,1018,4
"China",27.6104,111.7088,2020-03-20,1018,4
"China",27.6104,111.7088,2020-03-21,1018,4
"China",27.6104,111.7088,2020-03-22,1018,4
"China",27.6104,111.7088,2020-03-23,1018,4
"China",27.6104,111.7088,2020-03-24,1018,4
"China",27.6104,111.7088,2020-03-25,1018,4
"China",27.6104,111.7088,2020-03-26,1018,4
"China",27.6104,111.7088,2020-03-27,1018,4
"China",27.6104,111.7088,2020-03-28,1018,4
"China",27.6104,111.7088,2020-03-29,1018,4
"China",27.6104,111.7088,2020-03-30,1018,4
"China",27.6104,111.7088,2020-03-31,1018,4
"China",27.6104,111.7088,2020-04-01,1018,4
"China",27.6104,111.7088,2020-04-02,1019,4
"China",27.6104,111.7088,2020-04-03,1019,4
"China",27.6104,111.7088,2020-04-04,1019,4
"China",27.6104,111.7088,2020-04-05,1019,4
"China",27.6104,111.7088,2020-04-06,1019,4
"China",27.6104,111.7088,2020-04-07,1019,4
"China",27.6104,111.7088,2020-04-08,1019,4
"China",27.6104,111.7088,2020-04-09,1019,4
"China",27.6104,111.7088,2020-04-10,1019,4
"China",27.6104,111.7088,2020-04-11,1019,4
"China",27.6104,111.7088,2020-04-12,1019,4
"China",27.6104,111.7088,2020-04-13,1019,4
"China",27.6104,111.7088,2020-04-14,1019,4
"China",27.6104,111.7088,2020-04-15,1019,4
"China",27.6104,111.7088,2020-04-16,1019,4
"China",27.6104,111.7088,2020-04-17,1019,4
"China",27.6104,111.7088,2020-04-18,1019,4
"China",27.6104,111.7088,2020-04-19,1019,4
"China",27.6104,111.7088,2020-04-20,1019,4
"China",27.6104,111.7088,2020-04-21,1019,4
"China",27.6104,111.7088,2020-04-22,1019,4
"China",27.6104,111.7088,2020-04-23,1019,4
"China",27.6104,111.7088,2020-04-24,1019,4
"China",27.6104,111.7088,2020-04-25,1019,4
"China",27.6104,111.7088,2020-04-26,1019,4
"China",27.6104,111.7088,2020-04-27,1019,4
"China",27.6104,111.7088,2020-04-28,1019,4
"China",27.6104,111.7088,2020-04-29,1019,4
"China",27.6104,111.7088,2020-04-30,1019,4
"China",27.6104,111.7088,2020-05-01,1019,4
"China",27.6104,111.7088,2020-05-02,1019,4
"China",27.6104,111.7088,2020-05-03,1019,4
"China",27.6104,111.7088,2020-05-04,1019,4
"China",27.6104,111.7088,2020-05-05,1019,4
"China",27.6104,111.7088,2020-05-06,1019,4
"China",27.6104,111.7088,2020-05-07,1019,4
"China",27.6104,111.7088,2020-05-08,1019,4
"China",27.6104,111.7088,2020-05-09,1019,4
"China",27.6104,111.7088,2020-05-10,1019,4
"China",27.6104,111.7088,2020-05-11,1019,4
"China",27.6104,111.7088,2020-05-12,1019,4
"China",27.6104,111.7088,2020-05-13,1019,4
"China",27.6104,111.7088,2020-05-14,1019,4
"China",27.6104,111.7088,2020-05-15,1019,4
"China",27.6104,111.7088,2020-05-16,1019,4
"China",27.6104,111.7088,2020-05-17,1019,4
"China",27.6104,111.7088,2020-05-18,1019,4
"China",27.6104,111.7088,2020-05-19,1019,4
"China",27.6104,111.7088,2020-05-20,1019,4
"China",27.6104,111.7088,2020-05-21,1019,4
"China",27.6104,111.7088,2020-05-22,1019,4
"China",27.6104,111.7088,2020-05-23,1019,4
"China",27.6104,111.7088,2020-05-24,1019,4
"China",27.6104,111.7088,2020-05-25,1019,4
"China",27.6104,111.7088,2020-05-26,1019,4
"China",27.6104,111.7088,2020-05-27,1019,4
"China",27.6104,111.7088,2020-05-28,1019,4
"China",27.6104,111.7088,2020-05-29,1019,4
"China",27.6104,111.7088,2020-05-30,1019,4
"China",27.6104,111.7088,2020-05-31,1019,4
"China",27.6104,111.7088,2020-06-01,1019,4
"China",27.6104,111.7088,2020-06-02,1019,4
"China",27.6104,111.7088,2020-06-03,1019,4
"China",27.6104,111.7088,2020-06-04,1019,4
"China",27.6104,111.7088,2020-06-05,1019,4
"China",27.6104,111.7088,2020-06-06,1019,4
"China",27.6104,111.7088,2020-06-07,1019,4
"China",27.6104,111.7088,2020-06-08,1019,4
"China",27.6104,111.7088,2020-06-09,1019,4
"China",27.6104,111.7088,2020-06-10,1019,4
"China",27.6104,111.7088,2020-06-11,1019,4
"China",27.6104,111.7088,2020-06-12,1019,4
"China",27.6104,111.7088,2020-06-13,1019,4
"China",27.6104,111.7088,2020-06-14,1019,4
"China",27.6104,111.7088,2020-06-15,1019,4
"China",27.6104,111.7088,2020-06-16,1019,4
"China",27.6104,111.7088,2020-06-17,1019,4
"China",27.6104,111.7088,2020-06-18,1019,4
"China",27.6104,111.7088,2020-06-19,1019,4
"China",27.6104,111.7088,2020-06-20,1019,4
"China",27.6104,111.7088,2020-06-21,1019,4
"China",27.6104,111.7088,2020-06-22,1019,4
"China",27.6104,111.7088,2020-06-23,1019,4
"China",27.6104,111.7088,2020-06-24,1019,4
"China",27.6104,111.7088,2020-06-25,1019,4
"China",27.6104,111.7088,2020-06-26,1019,4
"China",27.6104,111.7088,2020-06-27,1019,4
"China",27.6104,111.7088,2020-06-28,1019,4
"China",27.6104,111.7088,2020-06-29,1019,4
"China",27.6104,111.7088,2020-06-30,1019,4
"China",27.6104,111.7088,2020-07-01,1019,4
"China",27.6104,111.7088,2020-07-02,1019,4
"China",27.6104,111.7088,2020-07-03,1019,4
"China",27.6104,111.7088,2020-07-04,1019,4
"China",27.6104,111.7088,2020-07-05,1019,4
"China",27.6104,111.7088,2020-07-06,1019,4
"China",27.6104,111.7088,2020-07-07,1019,4
"China",27.6104,111.7088,2020-07-08,1019,4
"China",27.6104,111.7088,2020-07-09,1019,4
"China",27.6104,111.7088,2020-07-10,1019,4
"China",27.6104,111.7088,2020-07-11,1019,4
"China",27.6104,111.7088,2020-07-12,1019,4
"China",27.6104,111.7088,2020-07-13,1019,4
"China",27.6104,111.7088,2020-07-14,1019,4
"China",27.6104,111.7088,2020-07-15,1019,4
"China",27.6104,111.7088,2020-07-16,1019,4
"China",27.6104,111.7088,2020-07-17,1019,4
"China",27.6104,111.7088,2020-07-18,1019,4
"China",27.6104,111.7088,2020-07-19,1019,4
"China",27.6104,111.7088,2020-07-20,1019,4
"China",27.6104,111.7088,2020-07-21,1019,4
"China",27.6104,111.7088,2020-07-22,1019,4
"China",27.6104,111.7088,2020-07-23,1019,4
"China",27.6104,111.7088,2020-07-24,1019,4
"China",27.6104,111.7088,2020-07-25,1019,4
"China",27.6104,111.7088,2020-07-26,1019,4
"China",27.6104,111.7088,2020-07-27,1019,4
